time,temp,prcp
2025-08-09,22.1,6.4
2025-08-10,22.5,0.9
2025-08-11,21.7,12.5
2025-08-12,21.2,2.1
2025-08-13,21.0,23.9
2025-08-14,20.3,31.4
2025-08-15,21.0,3.3
2025-08-16,21.7,2.5
2025-08-17,22.1,0.9
2025-08-18,21.5,7.7
2025-08-19,21.3,21.2
2025-08-20,21.4,4.2
2025-08-21,22.0,0.8
2025-08-22,21.6,2.1
2025-08-23,21.9,2.6
2025-08-24,22.6,1.6
2025-08-25,21.9,1.7
2025-08-26,21.6,0.0
2025-08-27,21.6,0.1
2025-08-28,22.3,4.2
2025-08-29,22.1,2.2
2025-08-30,22.3,8.4
2025-08-31,21.5,22.4
2025-09-01,22.8,0.8
2025-09-02,22.4,0.0
2025-09-03,23.0,0.0
2025-09-04,23.3,0.0
2025-09-05,21.9,8.7
2025-09-06,22.3,0.0
2025-09-07,22.0,0.0
2025-09-08,21.7,13.8
2025-09-09,21.2,7.5
2025-09-10,21.9,12.4
2025-09-11,21.0,16.3
2025-09-12,21.8,5.6
2025-09-13,22.5,0.6
2025-09-14,22.6,0.0
2025-09-15,22.3,0.1
2025-09-16,22.3,2.1
2025-09-17,21.8,5.9
2025-09-18,22.1,4.9
2025-09-19,21.9,14.2
2025-09-20,21.9,8.0
2025-09-21,21.9,10.7
2025-09-22,23.4,0.0
2025-09-23,23.6,0.0
2025-09-24,23.1,0.5
2025-09-25,22.8,3.0
2025-09-26,22.9,11.4
2025-09-27,23.5,1.2
2025-09-28,23.3,4.3
2025-09-29,21.9,10.2
2025-09-30,21.7,28.5
2025-10-01,21.8,11.0
2025-10-02,21.1,14.8
2025-10-03,23.0,0.9
2025-10-04,23.6,0.4
2025-10-05,22.9,0.2
2025-10-06,23.0,0.5
2025-10-07,23.1,0.6
2025-10-08,22.9,0.3
2025-10-09,23.2,0.1
2025-10-10,23.1,1.7
2025-10-11,22.6,8.5
2025-10-12,23.8,0.0
2025-10-13,23.2,7.4
2025-10-14,24.0,0.5
2025-10-15,24.3,0.0
2025-10-16,24.7,0.6
2025-10-17,23.9,3.2
2025-10-18,23.6,7.1
2025-10-19,23.6,5.3
2025-10-20,23.5,10.8
2025-10-21,22.7,49.3
2025-10-22,22.7,6.3
2025-10-23,22.0,16.0
2025-10-24,21.7,27.2
2025-10-25,22.2,5.1
2025-10-26,21.7,9.7
2025-10-27,22.0,5.8
2025-10-28,21.5,9.6
2025-10-29,22.2,6.0
2025-10-30,22.0,15.9
2025-10-31,21.6,25.6
2025-11-01,22.3,13.1
2025-11-02,21.8,33.7
2025-11-03,21.8,13.2
2025-11-04,22.4,7.2
2025-11-05,22.4,8.4
2025-11-06,22.3,8.7
2025-11-07,22.7,9.1
2025-11-08,21.6,17.1
2025-11-09,22.5,8.2
2025-11-10,22.6,6.6
2025-11-11,22.1,13.5
2025-11-12,21.3,9.7
2025-11-13,21.8,3.2
2025-11-14,21.9,9.5
2025-11-15,22.4,8.1
2025-11-16,22.4,6.5
2025-11-17,22.2,17.6
2025-11-18,22.1,4.8
2025-11-19,22.0,8.3
2025-11-20,21.9,16.3
2025-11-21,22.6,1.3
2025-11-22,22.1,16.3
2025-11-23,21.3,4.9
2025-11-24,22.9,0.0
2025-11-25,22.9,0.0
2025-11-26,23.1,0.4
2025-11-27,23.0,0.6
2025-11-28,22.9,0.0
2025-11-29,22.3,2.0
2025-11-30,22.2,4.1
2025-12-01,22.2,3.8
2025-12-02,22.4,14.0
2025-12-03,22.0,27.0
2025-12-04,21.6,27.9
2025-12-05,22.1,7.3
2025-12-06,21.4,24.7
2025-12-07,21.9,2.5
2025-12-08,21.8,2.3
2025-12-09,21.7,2.4
2025-12-10,21.8,5.9
2025-12-11,22.3,5.4
2025-12-12,22.8,0.0
2025-12-13,22.2,2.4
2025-12-14,22.2,7.3
2025-12-15,23.2,0.8
2025-12-16,23.1,3.0
2025-12-17,22.1,10.0
2025-12-18,22.4,3.0
2025-12-19,22.4,2.2
2025-12-20,22.0,6.3
2025-12-21,22.4,6.0
2025-12-22,22.3,4.3
2025-12-23,22.6,8.3
2025-12-24,22.9,0.7
2025-12-25,23.8,1.0
2025-12-26,23.4,0.4
2025-12-27,22.8,10.9
2025-12-28,22.8,6.8
2025-12-29,22.3,18.3
2025-12-30,22.4,6.4
2025-12-31,21.2,13.0
